"pha","H","e","a","q","i","moid"
N,25.00,0.4569,1.66,0.902,14.52,0.0418
N,19.78,0.3124,1.716,1.180,31.59,0.214
N,26.50,0.5590,1.38,0.609,1.20,0.000424
N,27.80,0.7291,2.325,0.630,2.55,0.00135
N,24.80,0.5713,2.258,0.968,4.85,0.0184
N,25.60,0.4220,1.63,0.942,10.08,0.0326
N,25.90,0.3626,1.647,1.050,3.65,0.064
N,24.20,0.6223,2.602,0.983,4.97,0.00589
N,23.30,0.5086,1.309,0.643,18.08,0.0114
N,26.30,0.5018,1.885,0.939,6.04,0.0135
N,19.70,0.4812,1.727,0.896,39.55,0.107
N,19.13,0.5324,2.643,1.236,22.07,0.355
N,20.54,0.4240,1.76,1.014,11.04,0.0627
N,24.70,0.5995,2.408,0.965,11.28,0.0305
N,23.80,0.1810,1.305,1.068,17.06,0.0898
N,24.10,0.1350,1.133,0.980,22.40,0.0357
N,22.30,0.6822,2.108,0.670,13.80,0.0199
N,26.89,0.2594,0.9797,0.726,4.61,0.015
N,26.30,0.3282,1.366,0.918,0.84,0.00187
N,21.02,0.4962,1.749,0.881,6.84,0.0591
N,23.25,0.0373,1.102,1.061,8.23,0.0571
N,23.40,0.5827,2.539,1.060,5.24,0.0792
N,24.20,0.3413,1.504,0.991,3.52,0.00687
N,19.63,0.5369,1.358,0.629,32.17,0.273
N,20.59,0.4569,2.357,1.280,6.31,0.297
N,21.39,0.1607,1.262,1.059,17.41,0.113
N,19.30,0.7008,2.517,0.753,13.16,0.185
N,22.00,0.3099,1.15,0.794,20.02,0.0604
N,20.01,0.4901,2.19,1.117,26.90,0.223
N,24.40,0.7363,2.293,0.605,2.03,0.0133
N,24.23,0.3419,1.66,1.093,8.68,0.115
N,20.63,0.6476,1.54,0.543,8.66,0.053
N,25.10,0.3106,0.9859,0.680,17.65,0.017
N,22.50,0.2482,1.525,1.147,13.97,0.182
N,25.20,0.6239,2.369,0.891,4.99,0.0145
N,24.00,0.6107,2.608,1.015,6.68,0.0351
N,23.40,0.3013,0.8389,0.586,8.47,0.0273
N,23.90,0.2143,0.8724,0.685,0.52,0.00439
N,26.10,0.2966,1.474,1.037,6.15,0.0524
N,26.16,0.2691,1.04,0.760,10.95,0.00309
N,24.90,0.6257,2.591,0.970,3.99,0.00432
N,24.30,0.0878,1.046,0.954,13.34,0.00468
N,18.36,0.5854,3.066,1.271,18.61,0.418
N,23.18,0.4242,1.739,1.001,15.43,0.0479
N,24.10,0.5113,2.067,1.010,4.42,0.054
N,27.30,0.4402,1.745,0.977,0.32,0.00176
N,21.05,0.1988,1.108,0.888,4.68,0.0576
N,24.50,0.1231,0.8984,0.788,12.89,0.0231
N,23.90,0.2114,1.145,0.903,5.39,0.0252
N,21.00,0.5481,2.657,1.201,8.12,0.218
N,21.59,0.4436,1.257,0.699,4.97,0.0572
N,25.40,0.4492,1.963,1.081,4.36,0.0985
N,22.10,0.4179,1.771,1.031,10.75,0.0925
N,21.50,0.5811,2.481,1.039,8.94,0.0529
N,24.10,0.1660,1.009,0.841,28.73,0.0661
N,22.60,0.4468,1.849,1.023,3.88,0.0443
N,20.43,0.3775,1.463,0.911,25.25,0.134
N,23.20,0.4212,1.854,1.073,8.35,0.0894
N,23.75,0.6266,2.543,0.949,1.99,0.00132
N,21.82,0.4671,0.7987,0.426,11.72,0.0969
N,24.60,0.1207,1.032,0.908,10.55,0.0109
Y,21.80,0.7436,2.418,0.620,9.51,0.0172
N,21.80,0.4214,1.721,0.996,17.00,0.0516
N,22.10,0.6245,2.587,0.971,3.76,0.0415
N,24.10,0.4892,1.611,0.823,6.49,0.0122
Y,21.17,0.4739,1.438,0.757,12.32,0.0392
Y,18.90,0.7212,2.298,0.641,7.81,0.0084
N,18.12,0.5482,2.78,1.256,23.83,0.268
N,20.50,0.4543,2.043,1.115,10.47,0.13
N,27.80,0.1411,0.9342,0.802,3.53,0.00113
N,25.40,0.3444,0.7335,0.481,9.27,0.00192
N,22.60,0.6978,3.122,0.944,44.48,0.0838
N,23.42,0.2910,1.576,1.118,6.52,0.134
Y,21.10,0.4979,1.561,0.784,4.84,0.0379
N,20.10,0.5405,2.172,0.998,17.48,0.157
N,24.10,0.3367,0.945,0.627,21.14,0.0098
N,22.50,0.4990,2.051,1.027,2.17,0.04
N,24.40,0.4212,1.434,0.830,4.44,0.0311
Y,18.84,0.8254,2.185,0.382,11.09,0.0242
N,22.61,0.2873,1.398,0.996,25.13,0.0294
N,26.00,0.4665,1.788,0.954,0.68,0.00536
N,24.80,0.6143,2.697,1.040,1.08,0.058
N,21.47,0.5900,1.559,0.639,6.06,0.103
N,20.07,0.3081,1.678,1.161,47.95,0.214
N,22.15,0.2879,1.541,1.097,4.64,0.114
N,25.40,0.4451,1.618,0.898,13.86,0.014
N,24.60,0.1725,0.9803,0.811,0.75,0.000711
N,21.75,0.2849,1.38,0.987,25.90,0.103
N,24.40,0.3122,1.458,1.003,14.50,0.0371
N,24.40,0.5394,2.026,0.933,7.03,0.0144
N,20.90,0.3632,1.625,1.035,18.68,0.255
N,27.00,0.6264,1.657,0.619,2.19,0.00295
N,18.86,0.6313,2.984,1.100,18.10,0.25
N,23.60,0.3962,1.602,0.967,11.42,0.0764
N,25.10,0.1795,0.9426,0.773,7.09,0.0609
N,21.30,0.6104,2.797,1.090,7.12,0.12
N,21.10,0.5656,2.336,1.015,21.87,0.0554
N,23.48,0.3868,0.8552,0.524,2.89,0.00216
N,23.30,0.0616,1.119,1.050,19.47,0.0623
N,27.00,0.4931,1.688,0.856,2.12,0.0011
N,21.00,0.6367,2.924,1.062,11.05,0.0956
N,24.70,0.2257,1.206,0.934,7.50,0.0148
N,22.40,0.5736,1.01,0.431,2.76,0.0204
N,27.50,0.3260,1.355,0.913,0.41,0.00416
N,25.90,0.1157,0.9875,0.873,2.62,0.00404
N,24.30,0.4752,1.867,0.980,6.93,0.0189
N,20.47,0.5245,1.079,0.513,38.69,0.156
N,22.70,0.5521,2.596,1.163,4.60,0.169
N,19.61,0.5933,2.444,0.994,37.62,0.31
N,25.80,0.4000,1.18,0.708,8.45,0.000763
N,23.59,0.3084,0.8692,0.601,12.84,0.0497
N,20.38,0.4536,1.82,0.995,9.11,0.0551
N,25.20,0.3737,1.358,0.851,3.08,0.0211
N,24.90,0.2636,1.438,1.059,4.46,0.0699
N,24.30,0.3635,1.635,1.041,29.84,0.0772
N,26.20,0.3685,0.9884,0.624,7.56,0.0153
N,23.30,0.6350,2.004,0.732,1.88,0.0127
N,24.60,0.5383,1.538,0.710,0.45,0.000675
Y,21.20,0.5932,1.718,0.699,5.89,0.0256
N,18.66,0.6985,2.848,0.859,11.26,0.102
N,26.40,0.6899,2.871,0.890,2.46,0.00129
N,19.06,0.6073,2.171,0.853,8.20,0.0721
N,22.23,0.1398,1.349,1.160,8.29,0.203
N,23.70,0.3646,0.8112,0.515,5.38,0.0125
Y,20.80,0.4458,1.867,1.035,8.90,0.0304
Y,19.70,0.5741,2.21,0.942,5.49,0.0127
N,22.23,0.1960,0.9287,0.747,5.85,0.0238
N,24.55,0.3687,0.7544,0.476,3.21,0.00931
N,27.60,0.6575,2.167,0.742,1.35,0.000399
N,29.30,0.2723,1.126,0.819,1.21,0.00133
N,20.97,0.3810,1.962,1.215,23.98,0.224
N,21.26,0.5906,2.623,1.074,24.25,0.312
N,22.80,0.4570,1.907,1.035,5.47,0.0386
N,21.10,0.4477,1.629,0.900,5.67,0.0593
N,24.60,0.3065,1.445,1.002,13.25,0.0314
N,25.00,0.3077,1.091,0.755,8.17,0.00425
N,18.96,0.5707,2.636,1.132,24.63,0.411
N,25.10,0.6148,1.845,0.711,2.27,0.00677
N,25.50,0.7189,2.129,0.599,5.46,0.000591
N,20.86,0.6330,2.731,1.002,6.14,0.107
N,26.10,0.2418,1.246,0.945,1.03,0.00586
N,24.60,0.1554,1.185,1.001,28.10,0.0166
N,24.20,0.6682,1.894,0.629,5.62,0.00562
N,25.00,0.6531,1.847,0.641,3.42,0.00196
N,23.20,0.1156,1.272,1.125,13.76,0.163
N,22.84,0.2184,1.466,1.145,26.68,0.161
N,22.50,0.3293,1.295,0.869,15.48,0.0144
N,23.57,0.5827,2.499,1.043,7.59,0.0782
N,26.90,0.3764,1.619,1.010,1.02,0.0122
N,23.61,0.7815,2.348,0.513,1.91,0.0286
N,21.75,0.3514,1.737,1.126,14.80,0.156
N,26.68,0.5877,2.178,0.898,8.90,0.00602
N,26.40,0.3375,1.133,0.751,5.93,0.000665
Y,21.14,0.5848,1.921,0.798,3.78,0.00831
N,25.60,0.9033,3.617,0.350,8.54,0.00153
N,19.80,0.5937,2.465,1.002,9.52,0.137
N,26.20,0.2632,1.312,0.967,5.81,0.0278
N,26.10,0.4253,1.714,0.985,4.65,0.0367
Y,21.86,0.4823,1.52,0.787,8.22,0.0346
N,24.60,0.4778,1.944,1.015,9.29,0.0219
N,20.50,0.3866,1.729,1.060,22.75,0.148
N,23.80,0.4018,1.799,1.076,3.33,0.0914
N,20.27,0.5624,2.51,1.098,3.37,0.0982
N,25.50,0.3153,1.344,0.920,25.17,0.00522
N,20.00,0.5332,2.218,1.035,33.99,0.111
N,19.21,0.4553,2.309,1.258,7.06,0.282
N,23.30,0.2652,0.9946,0.731,48.59,0.147
N,24.50,0.2974,1.27,0.893,6.33,0.0411
N,28.40,0.4036,1.414,0.843,0.24,0.000107
N,25.60,0.5359,2.28,1.058,1.94,0.0604
N,27.50,0.5044,1.859,0.921,1.63,0.00173
N,26.10,0.4183,1.587,0.923,3.22,0.00556
Y,20.00,0.3078,1.13,0.782,26.87,0.0145
N,19.70,0.6317,3.262,1.201,26.22,0.317
N,25.00,0.3872,1.459,0.894,5.37,0.00184
N,21.56,0.4577,2.004,1.087,8.14,0.135
N,21.10,0.3785,1.3,0.808,18.88,0.128
N,24.99,0.6421,2.184,0.782,9.03,0.000774
N,22.60,0.5994,1.977,0.792,1.19,0.00924
Y,22.03,0.4498,1.804,0.993,10.19,0.0202
N,19.79,0.9390,2.005,0.122,25.60,0.13
N,21.27,0.2576,1.289,0.957,24.85,0.117
N,22.65,0.4567,1.203,0.654,3.16,0.0179
N,20.60,0.2907,1.077,0.764,29.48,0.235
N,21.90,0.8267,2.396,0.415,21.58,0.127
N,21.64,0.2877,1.448,1.031,23.81,0.213
N,24.30,0.5583,1.584,0.700,1.24,0.0133
N,24.00,0.3887,1.49,0.911,24.53,0.0748
N,21.76,0.2779,1.468,1.060,13.78,0.197
Y,20.38,0.4702,0.8926,0.473,32.99,0.0144
N,25.20,0.2075,1.155,0.915,3.16,0.00353
N,22.90,0.7569,1.972,0.479,2.79,0.00867
N,20.54,0.6356,2.616,0.953,15.06,0.194
N,25.60,0.2456,1.385,1.045,9.53,0.0423
N,24.10,0.0907,1.12,1.019,6.54,0.0313
N,28.70,0.4716,1.832,0.968,4.25,0.00272
N,23.60,0.7792,1.536,0.339,1.29,0.0153
N,27.70,0.2564,1.256,0.934,1.12,0.000133
N,24.16,0.2762,1.282,0.928,15.06,0.000706
Y,19.79,0.5423,2.143,0.981,9.57,0.0165
N,20.80,0.5523,2.865,1.282,8.28,0.309
N,24.10,0.2110,1.417,1.118,22.52,0.115
N,19.43,0.7126,2.483,0.714,8.22,0.0832
N,25.00,0.5705,2.422,1.040,1.74,0.0403
N,24.90,0.5382,2.095,0.967,6.55,0.052
N,21.27,0.4768,2.113,1.105,5.65,0.138
N,21.30,0.3230,1.789,1.211,5.96,0.222
N,20.60,0.5390,2.665,1.228,8.28,0.264
N,23.50,0.5386,2.462,1.136,4.68,0.127
N,23.10,0.8121,2.823,0.530,12.26,0.000947
Y,21.70,0.6865,2.198,0.689,1.61,0.00144
N,25.90,0.5369,1.848,0.856,6.75,0.0129
N,24.30,0.4424,2.033,1.134,2.50,0.131
N,18.68,0.6773,2.03,0.655,44.26,0.247
N,23.60,0.3577,1.657,1.065,4.26,0.0706
N,25.40,0.1088,0.9859,0.879,13.44,0.000418
Y,21.83,0.6096,2.176,0.850,5.58,0.0426
N,20.31,0.3735,1.928,1.208,19.49,0.328
N,20.60,0.4184,1.959,1.139,11.19,0.201
N,22.50,0.5240,1.678,0.799,9.21,0.0403
N,19.07,0.5770,2.397,1.014,9.02,0.102
N,23.40,0.2638,1.461,1.075,5.54,0.108
N,23.10,0.5949,2.781,1.127,2.59,0.119
N,24.60,0.3129,1.116,0.767,13.73,0.00687
N,22.00,0.5270,2.289,1.083,10.06,0.0813
N,25.20,0.5737,2.394,1.020,9.37,0.0167
N,23.20,0.1617,1.103,0.925,25.17,0.00761
N,24.90,0.3866,1.719,1.054,11.86,0.0422
Y,20.70,0.8669,1.782,0.237,4.76,0.0118
N,21.30,0.5945,1.555,0.630,33.58,0.102
N,22.60,0.3789,1.497,0.929,0.69,0.00589
N,23.54,0.5315,2.178,1.021,1.36,0.00997
N,20.06,0.3736,1.809,1.133,14.97,0.155
N,25.30,0.2986,1.47,1.031,6.71,0.0202
Y,21.45,0.6153,2.381,0.916,2.60,0.00434
N,23.53,0.5801,2.342,0.983,2.12,0.0175
N,26.20,0.0501,0.9841,0.935,17.47,0.0144
N,21.22,0.4677,1.275,0.679,24.87,0.103
N,21.21,0.3286,1.526,1.025,20.32,0.113
N,23.60,0.7372,2.431,0.639,1.67,0.0121
N,22.68,0.5782,2.236,0.943,1.17,0.015
N,21.10,0.1737,0.9721,0.803,19.19,0.123
N,20.18,0.8188,1.081,0.196,25.12,0.0869
N,24.60,0.3843,1.451,0.893,10.88,0.007
N,19.50,0.4945,2.289,1.157,21.31,0.295
N,20.26,0.3873,2.119,1.298,6.13,0.281
N,19.40,0.4674,2.213,1.179,17.53,0.165
N,21.22,0.2491,1.24,0.931,18.64,0.103
N,23.80,0.3465,1.654,1.081,9.29,0.0668
N,19.36,0.4839,2.476,1.278,12.67,0.283
N,21.30,0.3483,1.505,0.981,22.11,0.127
N,20.87,0.5006,2.2,1.099,7.99,0.126
N,24.40,0.4619,1.947,1.048,8.31,0.0306
N,22.10,0.2632,1.626,1.198,11.82,0.232
N,20.64,0.4589,2.144,1.160,8.39,0.166
N,24.40,0.6015,1.523,0.607,11.13,0.00107
N,21.36,0.4451,0.8804,0.489,16.56,0.159
N,22.56,0.4842,2.113,1.090,4.05,0.106
N,19.42,0.4971,2.164,1.088,5.59,0.0784
N,21.47,0.5426,2.347,1.074,5.11,0.0798
N,22.22,0.2413,1.427,1.082,8.56,0.0931
N,20.60,0.5162,2.452,1.186,5.29,0.208
N,23.50,0.0768,1.075,0.993,8.70,0.0361
N,20.83,0.8925,1.232,0.132,20.91,0.134
Y,22.00,0.8472,1.956,0.299,3.49,0.0119
N,25.50,0.4218,0.7285,0.421,6.71,0.00925
Y,20.34,0.3708,1.273,0.801,24.60,0.00078
Y,19.24,0.8029,2.136,0.421,5.88,0.0168
N,20.67,0.4348,2.157,1.219,4.36,0.207
N,20.73,0.4507,2.128,1.169,3.63,0.164
N,19.99,0.6612,2.436,0.825,15.79,0.0765
N,21.60,0.5014,2.328,1.161,5.56,0.182
N,22.10,0.6103,2.65,1.033,5.50,0.0457
N,26.10,0.2360,0.8404,0.642,2.65,0.0145
N,25.80,0.3624,1.65,1.052,3.18,0.0477
N,22.60,0.1981,1.415,1.135,6.99,0.124
N,25.20,0.3854,1.448,0.890,8.18,0.00313
N,23.50,0.6057,2.267,0.894,8.53,0.0153
N,30.90,0.3908,1.244,0.758,8.15,5.57e-05
N,20.60,0.7556,1.814,0.443,28.00,0.0691
N,22.80,0.5362,2.293,1.063,12.29,0.0579
Y,20.70,0.6641,1.73,0.581,6.06,0.00635
N,23.80,0.5316,2.203,1.032,0.73,0.0322
N,24.73,0.2109,1.137,0.897,9.40,0.0206
N,25.20,0.4939,1.343,0.680,5.94,0.0159
N,23.95,0.1864,1.353,1.100,10.27,0.0931
N,19.80,0.5393,2.681,1.235,14.43,0.348
N,23.00,0.3844,1.538,0.947,26.38,0.0859
N,24.60,0.3965,1.745,1.053,10.53,0.0741
Y,20.88,0.6297,1.919,0.711,5.66,0.00217
Y,20.34,0.5663,1.94,0.841,6.41,0.0164
N,23.40,0.1525,1.27,1.076,28.51,0.0729
N,19.20,0.6874,2.271,0.710,15.42,0.104
N,24.60,0.4987,2.273,1.139,0.32,0.134
N,23.60,0.4733,1.793,0.944,1.24,0.00123
N,19.89,0.7272,2.01,0.548,7.13,0.0775
N,23.20,0.4527,2.137,1.170,6.96,0.162
N,23.90,0.1599,1.017,0.854,4.25,0.0437
N,25.60,0.3894,1.667,1.018,4.01,0.013
N,22.80,0.5002,0.9465,0.473,15.17,0.0272
N,25.80,0.1967,0.9267,0.744,2.44,0.0246
N,24.20,0.4867,2.094,1.075,4.25,0.0706
N,23.78,0.5280,2.165,1.022,1.75,0.0145
N,23.25,0.2599,1.472,1.089,34.24,0.145
N,25.60,0.5296,2.043,0.961,7.18,0.0347
Y,18.25,0.8301,2.035,0.346,9.21,0.0405
N,21.40,0.4918,2.29,1.164,3.26,0.165
N,26.60,0.4073,1.721,1.020,2.84,0.0171
N,18.79,0.6275,3.285,1.224,15.46,0.224
N,24.70,0.4609,1.708,0.921,9.57,0.0247
N,22.75,0.2535,1.107,0.827,12.63,0.000604
N,22.30,0.4700,2.257,1.196,3.79,0.189
N,20.03,0.6339,2.161,0.791,10.80,0.0616
N,26.60,0.1983,0.9545,0.765,2.87,0.0113
N,20.98,0.5461,2.415,1.096,11.05,0.107
N,20.30,0.5556,2.449,1.088,12.55,0.236
N,25.20,0.6625,2.229,0.752,18.61,0.0332
N,24.90,0.4723,1.938,1.023,12.84,0.0185
N,20.87,0.5371,2.615,1.210,8.69,0.221
N,18.86,0.6518,2.776,0.967,15.50,0.201
N,23.35,0.6527,2.406,0.836,2.69,0.0263
N,26.20,0.4730,1.729,0.911,11.68,0.0106
N,22.36,0.5184,2.159,1.040,7.18,0.0781
N,23.60,0.5327,2.202,1.029,3.36,0.0396
N,25.50,0.5936,2.401,0.976,2.44,0.0065
N,24.70,0.3783,0.7568,0.470,4.13,0.0115
N,21.20,0.4668,1.884,1.004,7.44,0.105
N,21.46,0.4655,0.9118,0.487,8.56,0.107
N,25.20,0.6902,2.356,0.730,4.76,0.00449
N,25.20,0.2283,1.32,1.018,13.20,0.0266
N,22.68,0.2487,0.8352,0.628,6.88,0.0266
Y,22.00,0.6489,2.682,0.942,1.47,0.0189
N,24.40,0.5355,0.6893,0.320,3.49,0.0059
N,23.70,0.2378,1.264,0.964,23.84,0.0733
N,25.40,0.5602,2.391,1.052,2.05,0.0499
N,24.40,0.4872,2.067,1.060,3.60,0.078
Y,21.88,0.4178,1.362,0.793,20.10,0.0208
N,24.70,0.1210,0.9681,0.851,8.23,0.0138
N,23.50,0.6579,1.612,0.551,3.37,0.054
N,25.90,0.5955,0.8683,0.351,12.99,0.0125
N,18.59,0.6298,2.64,0.977,15.44,0.182
N,24.40,0.6372,2.491,0.904,5.98,0.0243
N,22.10,0.8071,2.087,0.403,4.64,0.0268
N,25.50,0.4881,1.812,0.928,13.30,0.0323
N,24.69,0.0444,1.108,1.059,4.26,0.0585
N,24.00,0.3898,1.833,1.118,30.60,0.193
N,25.30,0.4766,2.062,1.079,2.27,0.0768
N,21.20,0.4252,1.908,1.097,1.04,0.0828
N,24.30,0.5436,1.385,0.632,1.32,0.0102
N,21.40,0.5081,1.672,0.822,61.51,0.196
N,26.20,0.3995,1.46,0.877,10.49,0.00144
N,23.00,0.6400,2.375,0.855,14.23,0.0349
N,25.00,0.6011,2.537,1.012,3.48,0.0283
N,20.91,0.4907,2.203,1.122,8.79,0.128
N,21.05,0.2768,1.426,1.032,40.63,0.198
N,28.40,0.4358,1.594,0.899,1.78,0.000888
N,24.90,0.2481,1.383,1.040,6.05,0.0423
N,20.42,0.6090,2.819,1.102,12.90,0.121
Y,21.48,0.7365,1.134,0.299,2.13,0.017
N,22.06,0.5394,0.7933,0.365,10.59,0.0164
Y,20.54,0.6685,1.874,0.621,3.57,0.0465
N,23.30,0.6499,2.826,0.989,5.35,0.0283
N,27.00,0.2799,1.44,1.037,0.82,0.0402
Y,20.32,0.5333,2.044,0.954,5.63,0.00134
N,26.10,0.5964,2.162,0.873,2.33,0.00768
N,24.90,0.5379,2.313,1.069,8.22,0.072
N,25.30,0.5770,2.493,1.055,4.28,0.055
N,19.99,0.5511,2.308,1.036,6.93,0.118
N,22.17,0.5585,2.313,1.021,12.26,0.121
N,21.86,0.3105,0.9668,0.667,14.88,0.219
N,22.62,0.2656,1.407,1.033,26.20,0.151
N,25.90,0.2576,0.876,0.650,11.36,0.0274
N,19.88,0.4358,2.248,1.268,5.60,0.262
N,25.70,0.5678,2.346,1.014,1.75,0.0237
N,23.00,0.5648,2.614,1.138,1.77,0.141
N,26.80,0.5325,2.034,0.951,4.39,0.0116
N,28.30,0.4203,1.647,0.955,4.40,0.00823
N,24.30,0.1877,1.244,1.011,7.45,0.0782
N,26.40,0.2327,1.3,0.997,10.61,0.0456
N,26.50,0.3130,1.341,0.921,7.07,0.0109
N,24.20,0.6413,2.036,0.730,2.16,6.98e-05
N,25.60,0.2985,0.8963,0.629,9.69,0.0487
N,19.82,0.4773,2.16,1.129,6.84,0.161
N,21.02,0.4573,2.355,1.278,4.90,0.279
N,23.80,0.3796,1.68,1.042,12.59,0.0539
N,22.00,0.3360,1.172,0.778,15.14,0.0672
N,25.20,0.1407,1.145,0.984,22.68,0.0199
N,23.90,0.6095,2.82,1.101,3.19,0.114
N,22.73,0.5827,0.962,0.401,12.40,0.0985
N,21.41,0.3569,1.519,0.977,45.62,0.137
N,22.70,0.1209,0.9074,0.798,8.22,0.00157
N,20.40,0.4864,2.441,1.254,9.88,0.283
N,21.14,0.4328,1.975,1.120,1.00,0.138
N,23.00,0.3521,1.665,1.078,12.47,0.0847
N,22.37,0.3668,1.521,0.963,24.50,0.149
N,25.90,0.4002,0.7716,0.463,0.63,0.000998
N,23.80,0.5017,1.868,0.931,2.45,0.0261
N,19.32,0.5067,2.573,1.269,23.10,0.277
N,23.26,0.6004,1.597,0.638,1.76,0.0144
N,28.30,0.2423,1.231,0.933,1.69,0.000382
N,24.05,0.5717,1.548,0.663,6.31,0.0232
N,25.80,0.5244,1.956,0.930,3.50,0.0161
N,23.00,0.4390,1.873,1.051,15.33,0.0702
N,27.30,0.5995,2.275,0.911,2.39,0.000186
N,23.00,0.0943,0.9678,0.876,9.58,0.0149
Y,21.29,0.8046,1.967,0.384,4.19,0.0197
N,21.51,0.3908,1.734,1.056,9.99,0.0774
N,28.70,0.0587,1.049,0.988,0.23,0.000708
N,22.13,0.5147,0.9061,0.440,8.80,0.0135
N,23.40,0.4011,1.437,0.861,18.83,0.0316
N,20.27,0.5131,2.142,1.043,3.45,0.0506
Y,21.54,0.6907,1.644,0.509,7.26,0.0126
N,27.20,0.6326,2.193,0.806,1.47,0.00132
N,20.09,0.5245,2.642,1.256,1.03,0.242
N,24.20,0.4808,2.057,1.068,9.86,0.111
Y,21.08,0.6651,1.958,0.656,51.14,0.00927
N,24.70,0.1871,0.9867,0.802,30.95,0.0203
N,25.90,0.6103,2.451,0.955,2.90,0.0098
N,25.10,0.3365,1.649,1.094,1.68,0.106
N,24.80,0.3186,1.13,0.770,12.67,0.00758
N,22.20,0.1503,0.9721,0.826,13.12,0.129
N,23.10,0.6973,2.271,0.687,1.40,0.0163
N,24.80,0.5131,2.321,1.130,7.84,0.141
N,24.60,0.6943,3.299,1.008,10.96,0.0163
N,22.70,0.4321,1.972,1.120,2.92,0.137
N,24.90,0.6150,2.129,0.820,12.65,0.0111
N,21.90,0.1058,1.124,1.005,24.83,0.0639
N,26.10,0.4521,1.453,0.796,2.33,0.00693
Y,21.40,0.5775,2.243,0.948,15.62,0.0268
N,26.30,0.4458,1.235,0.685,7.95,0.0142
Y,20.53,0.6442,1.95,0.694,7.40,0.0278
N,26.59,0.0906,0.9762,0.888,1.22,0.0116
N,24.80,0.2802,1.416,1.019,3.81,0.037
N,21.50,0.3366,1.663,1.103,39.05,0.23
N,20.58,0.6134,2.264,0.875,41.20,0.0773
N,26.80,0.4382,1.776,0.998,0.78,0.0133
N,25.10,0.2277,1.33,1.027,12.48,0.057
N,27.91,0.5940,2.297,0.933,3.15,0.00755
N,25.40,0.5857,2.506,1.038,7.21,0.0477
N,22.50,0.4573,1.789,0.971,30.57,0.041
N,21.80,0.5959,2.701,1.091,25.86,0.196
N,24.90,0.5979,2.778,1.117,0.35,0.128
N,23.10,0.5383,1.403,0.648,3.33,0.0574
N,24.50,0.4540,1.817,0.992,12.29,0.0468
N,21.39,0.3932,1.988,1.206,1.62,0.223
N,24.40,0.2970,1.313,0.923,6.95,0.0384
N,25.30,0.5837,2.355,0.980,0.60,0.00978
N,24.70,0.0977,0.9668,0.872,10.12,0.0404
N,24.10,0.2199,0.9009,0.703,7.07,0.0654
N,27.80,0.4499,1.221,0.672,5.65,0.00509
N,23.68,0.1849,1.289,1.051,24.34,0.0613
N,23.60,0.1850,1.308,1.066,28.32,0.15
N,24.43,0.3815,0.8969,0.555,16.42,0.0424
Y,21.60,0.5855,1.704,0.706,5.22,0.0236
N,21.70,0.1548,1.424,1.203,19.16,0.227
N,26.10,0.4308,0.7724,0.440,6.02,0.0245
N,19.40,0.4960,2.118,1.067,28.71,0.085
N,24.54,0.6354,2.804,1.022,1.66,0.0362
N,25.80,0.4184,1.358,0.790,19.34,0.00847
N,23.20,0.5029,1.945,0.967,1.23,0.0016
N,26.00,0.4931,2.064,1.047,2.96,0.055
N,25.40,0.2428,1.212,0.918,18.90,0.0264
N,21.90,0.5937,2.567,1.043,3.86,0.0769
N,21.20,0.4613,1.686,0.908,18.16,0.0713
N,22.06,0.5695,1.726,0.743,1.22,0.000542
N,24.13,0.2075,1.295,1.026,27.66,0.0394
Y,21.05,0.5228,1.181,0.563,23.28,0.0326
N,19.40,0.6341,2.962,1.084,20.34,0.122
N,26.30,0.2251,0.8818,0.683,7.24,0.0405
N,28.30,0.3853,1.207,0.742,6.98,0.00112
N,19.51,0.5128,2.15,1.047,6.02,0.1
N,23.20,0.7241,2.626,0.724,5.90,0.00225
N,25.70,0.1498,1.123,0.955,18.22,0.0758
N,25.10,0.6144,2.377,0.916,2.93,0.00916
N,21.11,0.3097,1.587,1.096,21.34,0.147
N,24.60,0.2455,1.112,0.839,12.66,0.019
N,23.60,0.6277,1.911,0.711,5.38,0.000427
N,22.42,0.4101,1.911,1.127,11.00,0.172
N,17.71,0.7286,0.9652,0.262,43.33,0.39
N,21.00,0.3382,1.073,0.710,12.25,0.154
N,22.40,0.6100,2.152,0.839,4.40,0.00147
Y,21.40,0.5829,2.261,0.943,5.65,0.0228
N,24.70,0.1528,1.035,0.877,6.17,0.0111
N,25.80,0.5475,2.269,1.027,0.65,0.0384
N,26.20,0.3716,1.193,0.749,6.25,0.00707
N,26.20,0.3889,1.645,1.005,9.97,0.0347
N,24.20,0.6084,1.744,0.683,29.61,0.0455
N,23.28,0.4280,0.794,0.454,6.46,0.0222
N,21.40,0.6263,2.53,0.946,8.59,0.0869
N,23.50,0.4467,1.486,0.822,10.68,0.00287
N,21.16,0.1801,1.371,1.124,17.22,0.224
N,24.20,0.7219,2.357,0.656,5.17,0.00223
N,23.80,0.2041,1.012,0.805,2.39,0.0401
N,23.90,0.6597,3.18,1.082,6.44,0.0938
N,22.50,0.4211,2.24,1.297,7.01,0.314
N,19.46,0.7153,2.096,0.597,10.57,0.121
N,20.28,0.3025,1.777,1.239,28.20,0.473
N,24.30,0.2814,1.362,0.979,2.95,0.0181
N,27.30,0.2106,0.9732,0.768,8.54,0.0153
N,24.30,0.5949,2.461,0.997,2.44,0.0278
N,20.06,0.5732,1.909,0.815,11.48,0.0907
